ranking_date,rank,name,title,country,rating,games,birth_year
27-04-13,25,"Tomashevsky, Evgeny",g,RUS,2722,0,1987
27-04-13,26,"Vachier-Lagrave, Maxime",g,FRA,2722,0,1990
27-04-13,27,"Le, Quang Liem",g,VIE,2717,9,1991
27-04-13,28,"Vitiugov, Nikita",g,RUS,2712,0,1987
27-04-13,29,"Kasimdzhanov, Rustam",g,UZB,2709,0,1979
27-04-13,30,"Malakhov, Vladimir",g,RUS,2709,0,1980
27-04-13,31,"Nepomniachtchi, Ian",g,RUS,2708,0,1990
27-04-13,32,"Areshchenko, Alexander",g,UKR,2707,3,1986
27-04-13,33,"Bruzon Batista, Lazaro",g,CUB,2707,0,1982
27-04-13,34,"Ding, Liren",g,CHN,2707,0,1992
27-04-13,35,"Naiditsch, Arkadij",g,GER,2706,1,1985
27-04-13,36,"Fressinet, Laurent",g,FRA,2706,0,1981
27-04-13,37,"Navara, David",g,CZE,2706,0,1985
27-04-13,38,"Wang, Yue",g,CHN,2706,0,1987
27-04-13,39,"Bacrot, Etienne",g,FRA,2705,0,1983
27-04-13,40,"Harikrishna, P.",g,IND,2705,0,1986
27-04-13,41,"Riazantsev, Alexander",g,RUS,2705,0,1985
27-04-13,42,"Akopian, Vladimir",g,ARM,2704,0,1971
27-04-13,43,"Eljanov, Pavel",g,UKR,2703,3,1983
27-04-13,44,"Moiseenko, Alexander",g,UKR,2703,0,1980
27-04-13,45,"Volokitin, Andrei",g,UKR,2702,11,1986
27-04-13,46,"Cheparinov, Ivan",g,BUL,2702,9,1986
27-04-13,47,"Jobava, Baadur",g,GEO,2702,0,1983
27-04-13,48,"So, Wesley",g,PHI,2701,0,1993
27-04-13,49,"Shirov, Alexei",g,LAT,2700,0,1972
27-04-13,50,"Wojtaszek, Radoslaw",g,POL,2700,0,1987
27-04-13,51,"Korobov, Anton",g,UKR,2698,8,1985
27-04-13,52,"McShane, Luke J",g,ENG,2698,0,1984
27-04-13,53,"Efimenko, Zahar",g,UKR,2697,0,1985
27-04-13,54,"Short, Nigel D",g,ENG,2697,0,1965
27-04-13,55,"Polgar, Judit",g,HUN,2696,0,1976
27-04-13,56,"Alekseev, Evgeny",g,RUS,2695,0,1985
27-04-13,57,"Movsesian, Sergei",g,ARM,2695,0,1978
27-04-13,58,"Vallejo Pons, Francisco",g,ESP,2694,0,1982
27-04-13,59,"Grachev, Boris",g,RUS,2693,0,1986
27-04-13,60,"Almasi, Zoltan",g,HUN,2689,0,1976
27-04-13,61,"Inarkiev, Ernesto",g,RUS,2688,0,1985
27-04-13,62,"Rublevsky, Sergei",g,RUS,2688,0,1974
27-04-13,63,"Li, Chao b",g,CHN,2686,0,1989
27-04-13,64,"Van Wely, Loek",g,NED,2684,0,1972
27-04-13,65,"Bologan, Viktor",g,MDA,2681,0,1971
27-04-13,66,"Nisipeanu, Liviu-Dieter",g,ROU,2677,0,1976
27-04-13,67,"Motylev, Alexander",g,RUS,2676,0,1979
27-04-13,68,"Yu, Yangyi",g,CHN,2675,9,1994
27-04-13,69,"Berkes, Ferenc",g,HUN,2674,19,1985
27-04-13,70,"Gareev, Timur",g,USA,2674,0,1988
27-04-13,71,"Gyimesi, Zoltan",g,HUN,2674,0,1977
27-04-13,72,"Laznicka, Viktor",g,CZE,2674,0,1988
27-04-13,73,"Sutovsky, Emil",g,ISR,2671,0,1977
27-04-13,74,"Edouard, Romain",g,FRA,2670,7,1990
27-04-13,75,"Kryvoruchko, Yuriy",g,UKR,2668,3,1986
27-04-13,76,"Sargissian, Gabriel",g,ARM,2666,0,1983
27-04-13,77,"Potkin, Vladimir",g,RUS,2665,0,1982
27-04-13,78,"Ragger, Markus",g,AUT,2663,16,1988
27-04-13,79,"Gharamian, Tigran",g,FRA,2663,10,1984
27-04-13,80,"Sasikiran, Krishnan",g,IND,2663,9,1981
27-04-13,81,"Smirin, Ilia",g,ISR,2663,9,1968
27-04-13,82,"Onischuk, Alexander",g,USA,2663,0,1975
27-04-13,83,"Petrosian, Tigran L.",g,ARM,2663,0,1984
27-04-13,84,"Bu, Xiangzhi",g,CHN,2662,0,1985
27-04-13,85,"Mamedov, Rauf",g,AZE,2662,0,1988
27-04-13,86,"Khairullin, Ildar",g,RUS,2660,2,1990
27-04-13,87,"Zvjaginsev, Vadim",g,RUS,2658,0,1976
27-04-13,88,"Georgiev, Kiril",g,BUL,2657,9,1965
27-04-13,89,"Sjugirov, Sanan",g,RUS,2657,9,1993
27-04-13,90,"Zhigalko, Sergei",g,BLR,2656,0,1989
27-04-13,91,"Iturrizaga, Eduardo",g,VEN,2655,18,1989
27-04-13,92,"Nielsen, Peter Heine",g,DEN,2654,7,1973
27-04-13,93,"Rapport, Richard",g,HUN,2654,7,1996
27-04-13,94,"Jones, Gawain C B",g,ENG,2654,3,1987
27-04-13,95,"Dreev, Aleksey",g,RUS,2654,0,1969
27-04-13,96,"Negi, Parimarjan",g,IND,2653,22,1993
27-04-13,97,"Ivanisevic, Ivan",g,SRB,2653,9,1977
27-04-13,98,"Gajewski, Grzegorz",g,POL,2653,3,1985
27-04-13,99,"Matlakov, Maxim",g,RUS,2653,0,1991
27-04-13,100,"Fedorchuk, Sergey A.",g,UKR,2652,10,1981
27-04-13,101,"Fridman, Daniel",g,GER,2652,3,1976
27-04-13,102,"Filippov, Anton",g,UZB,2652,0,1986
27-04-13,103,"Kobalia, Mikhail",g,RUS,2652,0,1978
27-04-13,104,"Meier, Georg",g,GER,2652,0,1987
27-05-13,1,"Carlsen, Magnus",g,NOR,2868,14,1990
27-05-13,2,"Aronian, Levon",g,ARM,2813,16,1982
27-05-13,3,"Kramnik, Vladimir",g,RUS,2811,14,1975
27-05-13,4,"Topalov, Veselin",g,BUL,2793,11,1975
27-05-13,5,"Anand, Viswanathan",g,IND,2783,0,1969
27-05-13,6,"Grischuk, Alexander",g,RUS,2779,20,1983
27-05-13,7,"Nakamura, Hikaru",g,USA,2775,11,1987
27-05-13,8,"Caruana, Fabiano",g,ITA,2774,18,1992
27-05-13,9,"Svidler, Peter",g,RUS,2769,24,1976
27-05-13,10,"Karjakin, Sergey",g,RUS,2767,17,1990
27-05-13,11,"Morozevich, Alexander",g,RUS,2760,17,1977
27-05-13,12,"Ivanchuk, Vassily",g,UKR,2755,19,1969
27-05-13,13,"Mamedyarov, Shakhriyar",g,AZE,2753,17,1985
27-05-13,14,"Radjabov, Teimour",g,AZE,2745,25,1987
27-05-13,15,"Gelfand, Boris",g,ISR,2744,14,1968
27-05-13,16,"Wang, Hao",g,CHN,2743,0,1989
27-05-13,17,"Ponomariov, Ruslan",g,UKR,2742,11,1983
27-05-13,18,"Kamsky, Gata",g,USA,2741,18,1974
27-05-13,19,"Leko, Peter",g,HUN,2737,17,1979
27-05-13,20,"Giri, Anish",g,NED,2734,20,1994
27-05-13,21,"Jakovenko, Dmitry",g,RUS,2731,7,1983
27-05-13,22,"Adams, Michael",g,ENG,2729,9,1971
27-05-13,23,"Bacrot, Etienne",g,FRA,2725,33,1983
27-05-13,24,"Andreikin, Dmitry",g,RUS,2724,6,1990
27-05-13,25,"Dominguez Perez, Leinier",g,CUB,2723,7,1983
27-05-13,26,"Tomashevsky, Evgeny",g,RUS,2719,5,1987
27-05-13,27,"Vachier-Lagrave, Maxime",g,FRA,2718,11,1990
27-05-13,28,"Vitiugov, Nikita",g,RUS,2718,7,1987
27-05-13,29,"Le, Quang Liem",g,VIE,2714,7,1991
27-05-13,30,"Naiditsch, Arkadij",g,GER,2710,24,1985
27-05-13,31,"Malakhov, Vladimir",g,RUS,2710,8,1980
27-05-13,32,"Nepomniachtchi, Ian",g,RUS,2710,5,1990
27-05-13,33,"Areshchenko, Alexander",g,UKR,2709,8,1986
27-05-13,34,"Shirov, Alexei",g,LAT,2708,12,1972
27-05-13,35,"Riazantsev, Alexander",g,RUS,2708,5,1985
27-05-13,36,"Bruzon Batista, Lazaro",g,CUB,2707,0,1982
27-05-13,37,"Ding, Liren",g,CHN,2707,0,1992
27-05-13,38,"Wang, Yue",g,CHN,2706,0,1987
27-05-13,39,"Akopian, Vladimir",g,ARM,2705,9,1971
27-05-13,40,"So, Wesley",g,PHI,2705,8,1993
27-05-13,41,"Korobov, Anton",g,UKR,2705,7,1985
27-05-13,42,"Harikrishna, P.",g,IND,2702,9,1986
27-05-13,43,"Eljanov, Pavel",g,UKR,2702,5,1983
27-05-13,44,"Jobava, Baadur",g,GEO,2702,5,1983
27-05-13,45,"Wojtaszek, Radoslaw",g,POL,2701,9,1987
27-05-13,46,"Alekseev, Evgeny",g,RUS,2700,10,1985
27-05-13,47,"Cheparinov, Ivan",g,BUL,2700,5,1986
27-05-13,48,"Kasimdzhanov, Rustam",g,UZB,2699,22,1979
27-05-13,49,"Moiseenko, Alexander",g,UKR,2698,5,1980
27-05-13,50,"Navara, David",g,CZE,2697,13,1985
27-05-13,51,"McShane, Luke J",g,ENG,2697,9,1984
27-05-13,52,"Polgar, Judit",g,HUN,2696,0,1976
27-05-13,53,"Vallejo Pons, Francisco",g,ESP,2695,13,1982
27-05-13,54,"Rublevsky, Sergei",g,RUS,2695,6,1974
27-05-13,55,"Almasi, Zoltan",g,HUN,2695,3,1976
27-05-13,56,"Fressinet, Laurent",g,FRA,2693,11,1981
27-05-13,57,"Movsesian, Sergei",g,ARM,2693,8,1978
27-05-13,58,"Inarkiev, Ernesto",g,RUS,2690,2,1985
27-05-13,59,"Van Wely, Loek",g,NED,2689,5,1972
27-05-13,60,"Berkes, Ferenc",g,HUN,2688,19,1985
27-05-13,61,"Volokitin, Andrei",g,UKR,2687,11,1986
27-05-13,62,"Grachev, Boris",g,RUS,2687,10,1986
27-05-13,63,"Li, Chao b",g,CHN,2686,0,1989
27-05-13,64,"Short, Nigel D",g,ENG,2681,10,1965
27-05-13,65,"Nisipeanu, Liviu-Dieter",g,ROU,2679,19,1976
27-05-13,66,"Laznicka, Viktor",g,CZE,2679,9,1988
27-05-13,67,"Efimenko, Zahar",g,UKR,2677,14,1985
27-05-13,68,"Yu, Yangyi",g,CHN,2675,0,1994
27-05-13,69,"Rapport, Richard",g,HUN,2674,20,1996
27-05-13,70,"Gareev, Timur",g,USA,2674,0,1988
27-05-13,71,"Gyimesi, Zoltan",g,HUN,2674,0,1977
27-05-13,72,"Sutovsky, Emil",g,ISR,2673,6,1977
27-05-13,73,"Bologan, Viktor",g,MDA,2672,10,1971
27-05-13,74,"Sasikiran, Krishnan",g,IND,2669,7,1981
27-05-13,75,"Motylev, Alexander",g,RUS,2669,6,1979
27-05-13,76,"Sargissian, Gabriel",g,ARM,2667,9,1983
27-05-13,77,"Ragger, Markus",g,AUT,2666,15,1988
27-05-13,78,"Onischuk, Alexander",g,USA,2666,8,1975
27-05-13,79,"Potkin, Vladimir",g,RUS,2666,4,1982
27-05-13,80,"Smirin, Ilia",g,ISR,2663,9,1968
27-05-13,81,"Bu, Xiangzhi",g,CHN,2662,0,1985
27-05-13,82,"Fedorchuk, Sergey A.",g,UKR,2660,18,1981
27-05-13,83,"Zhigalko, Sergei",g,BLR,2660,5,1989
27-05-13,84,"Edouard, Romain",g,FRA,2659,19,1990
27-05-13,85,"Kryvoruchko, Yuriy",g,UKR,2659,19,1986
27-05-13,86,"Granda Zuniga, Julio E",g,PER,2659,15,1967
27-05-13,87,"Nielsen, Peter Heine",g,DEN,2658,9,1973
27-05-13,88,"Georgiev, Kiril",g,BUL,2657,11,1965
27-05-13,89,"Gharamian, Tigran",g,FRA,2657,11,1984
27-05-13,90,"Khairullin, Ildar",g,RUS,2657,3,1990
27-05-13,91,"Meier, Georg",g,GER,2655,8,1987
27-05-13,92,"Ivanisevic, Ivan",g,SRB,2655,6,1977
27-05-13,93,"Zvjaginsev, Vadim",g,RUS,2655,4,1976
27-05-13,94,"Iturrizaga, Eduardo",g,VEN,2655,0,1989
27-05-13,95,"Kurnosov, Igor",g,RUS,2654,12,1985
27-05-13,96,"Dreev, Aleksey",g,RUS,2654,9,1969
27-05-13,97,"Matlakov, Maxim",g,RUS,2654,6,1991
27-05-13,98,"Sjugirov, Sanan",g,RUS,2654,6,1993
27-05-13,99,"Gajewski, Grzegorz",g,POL,2653,24,1985
27-05-13,100,"Khismatullin, Denis",g,RUS,2653,7,1984
27-06-13,1,"Carlsen, Magnus",g,NOR,2864,9,1990
27-06-13,2,"Aronian, Levon",g,ARM,2813,18,1982
27-06-13,3,"Kramnik, Vladimir",g,RUS,2803,9,1975
27-06-13,4,"Anand, Viswanathan",g,IND,2786,18,1969
27-06-13,5,"Nakamura, Hikaru",g,USA,2784,9,1987
27-06-13,6,"Topalov, Veselin",g,BUL,2784,9,1975
27-06-13,7,"Karjakin, Sergey",g,RUS,2782,9,1990
27-06-13,8,"Grischuk, Alexander",g,RUS,2779,0,1983
27-06-13,9,"Caruana, Fabiano",g,ITA,2774,0,1992
27-06-13,10,"Morozevich, Alexander",g,RUS,2760,0,1977
27-06-13,11,"Svidler, Peter",g,RUS,2759,18,1976
27-06-13,12,"Gelfand, Boris",g,ISR,2755,9,1968
27-06-13,13,"Ivanchuk, Vassily",g,UKR,2753,1,1969
27-06-13,14,"Mamedyarov, Shakhriyar",g,AZE,2753,0,1985
27-06-13,15,"Wang, Hao",g,CHN,2746,9,1989
27-06-13,16,"Ponomariov, Ruslan",g,UKR,2743,2,1983
27-06-13,17,"Kamsky, Gata",g,USA,2741,9,1974
27-06-13,18,"Adams, Michael",g,ENG,2740,12,1971
27-06-13,19,"Leko, Peter",g,HUN,2737,0,1979
27-06-13,20,"Vitiugov, Nikita",g,RUS,2734,13,1987
27-06-13,21,"Giri, Anish",g,NED,2734,0,1994
27-06-13,22,"Radjabov, Teimour",g,AZE,2733,9,1987
27-06-13,23,"Dominguez Perez, Leinier",g,CUB,2727,10,1983
27-06-13,24,"Bacrot, Etienne",g,FRA,2725,0,1983
27-06-13,25,"Nepomniachtchi, Ian",g,RUS,2717,11,1990
27-06-13,26,"Korobov, Anton",g,UKR,2715,13,1985
27-06-13,27,"Alekseev, Evgeny",g,RUS,2714,11,1985
27-06-13,28,"Jakovenko, Dmitry",g,RUS,2713,11,1983
27-06-13,29,"Andreikin, Dmitry",g,RUS,2713,10,1990
27-06-13,30,"Le, Quang Liem",g,VIE,2712,9,1991
27-06-13,31,"Moiseenko, Alexander",g,UKR,2711,11,1980
27-06-13,32,"Malakhov, Vladimir",g,RUS,2710,0,1980
27-06-13,33,"Naiditsch, Arkadij",g,GER,2710,0,1985
27-06-13,34,"Tomashevsky, Evgeny",g,RUS,2709,11,1987
27-06-13,35,"Wojtaszek, Radoslaw",g,POL,2708,18,1987
27-06-13,36,"Areshchenko, Alexander",g,UKR,2708,14,1986
27-06-13,37,"Riazantsev, Alexander",g,RUS,2708,0,1985
27-06-13,38,"Navara, David",g,CZE,2707,22,1985
27-06-13,39,"Almasi, Zoltan",g,HUN,2707,21,1976
27-06-13,40,"Eljanov, Pavel",g,UKR,2707,11,1983
27-06-13,41,"Vachier-Lagrave, Maxime",g,FRA,2706,21,1990
27-06-13,42,"Vallejo Pons, Francisco",g,ESP,2706,11,1982
27-06-13,43,"Wang, Yue",g,CHN,2706,0,1987
27-06-13,44,"So, Wesley",g,PHI,2705,0,1993
27-06-13,45,"Shirov, Alexei",g,LAT,2703,8,1972
27-06-13,46,"Ding, Liren",g,CHN,2702,9,1992
27-06-13,47,"Fressinet, Laurent",g,FRA,2700,13,1981
27-06-13,48,"Movsesian, Sergei",g,ARM,2699,16,1978
27-06-13,49,"Kasimdzhanov, Rustam",g,UZB,2699,0,1979
27-06-13,50,"McShane, Luke J",g,ENG,2697,1,1984
27-06-13,51,"Polgar, Judit",g,HUN,2696,0,1976
27-06-13,52,"Rublevsky, Sergei",g,RUS,2695,0,1974
27-06-13,53,"Li, Chao b",g,CHN,2693,27,1989
27-06-13,54,"Van Wely, Loek",g,NED,2693,18,1972
27-06-13,55,"Akopian, Vladimir",g,ARM,2691,11,1971
27-06-13,56,"Jobava, Baadur",g,GEO,2688,11,1983
27-06-13,57,"Bruzon Batista, Lazaro",g,CUB,2687,21,1982
27-06-13,58,"Berkes, Ferenc",g,HUN,2687,11,1985
27-06-13,59,"Volokitin, Andrei",g,UKR,2687,0,1986
27-06-13,60,"Laznicka, Viktor",g,CZE,2684,22,1988
27-06-13,61,"Grachev, Boris",g,RUS,2683,11,1986
27-06-13,62,"Short, Nigel D",g,ENG,2682,7,1965
27-06-13,63,"Harikrishna, P.",g,IND,2680,10,1986
27-06-13,64,"Inarkiev, Ernesto",g,RUS,2680,10,1985
27-06-13,65,"Granda Zuniga, Julio E",g,PER,2679,11,1967
27-06-13,66,"Cheparinov, Ivan",g,BUL,2678,14,1986
27-06-13,67,"Gareev, Timur",g,USA,2676,9,1988
27-06-13,68,"Yu, Yangyi",g,CHN,2675,0,1994
27-06-13,69,"Rapport, Richard",g,HUN,2674,0,1996
27-06-13,70,"Ragger, Markus",g,AUT,2672,16,1988
27-06-13,71,"Bologan, Viktor",g,MDA,2672,0,1971
27-06-13,72,"Sargissian, Gabriel",g,ARM,2671,11,1983
27-06-13,73,"Dreev, Aleksey",g,RUS,2668,11,1969
27-06-13,74,"Nisipeanu, Liviu-Dieter",g,ROU,2667,20,1976
27-06-13,75,"Onischuk, Alexander",g,USA,2667,9,1975
27-06-13,76,"Edouard, Romain",g,FRA,2666,7,1990
27-06-13,77,"Fedorchuk, Sergey A.",g,UKR,2665,11,1981
27-06-13,78,"Matlakov, Maxim",g,RUS,2665,5,1991
27-06-13,79,"Shimanov, Aleksandr",g,RUS,2664,20,1992
27-06-13,80,"Smirin, Ilia",g,ISR,2663,0,1968
27-06-13,81,"Romanov, Evgeny",g,RUS,2662,11,1988
27-06-13,82,"Bu, Xiangzhi",g,CHN,2662,0,1985
27-06-13,83,"Zhigalko, Sergei",g,BLR,2661,20,1989
27-06-13,84,"Safarli, Eltaj",g,AZE,2660,20,1992
27-06-13,85,"Sasikiran, Krishnan",g,IND,2660,14,1981
27-06-13,86,"Sutovsky, Emil",g,ISR,2660,11,1977
27-06-13,87,"Kryvoruchko, Yuriy",g,UKR,2659,18,1986
27-06-13,88,"Zvjaginsev, Vadim",g,RUS,2659,11,1976
27-06-13,89,"Khairullin, Ildar",g,RUS,2658,10,1990
27-06-13,90,"Khismatullin, Denis",g,RUS,2658,9,1984
27-06-13,91,"Nielsen, Peter Heine",g,DEN,2658,0,1973
27-06-13,92,"Kurnosov, Igor",g,RUS,2657,19,1985
27-06-13,93,"Lysyj, Igor",g,RUS,2656,11,1987
27-06-13,94,"Istratescu, Andrei",g,FRA,2655,11,1975
27-06-13,95,"Lupulescu, Constantin",g,ROU,2655,11,1984
27-06-13,96,"Motylev, Alexander",g,RUS,2655,11,1979
27-06-13,97,"Gharamian, Tigran",g,FRA,2655,9,1984
27-06-13,98,"Beliavsky, Alexander G",g,SLO,2651,11,1953
27-06-13,99,"Efimenko, Zahar",g,UKR,2651,5,1985
27-06-13,100,"Kobalia, Mikhail",g,RUS,2651,0,1978
27-07-13,1,"Carlsen, Magnus",g,NOR,2862,9,1990
27-07-13,2,"Aronian, Levon",g,ARM,2813,0,1982
27-07-13,3,"Caruana, Fabiano",g,ITA,2796,20,1992
27-07-13,4,"Kramnik, Vladimir",g,RUS,2784,9,1975
27-07-13,5,"Grischuk, Alexander",g,RUS,2780,11,1983
27-07-13,6,"Karjakin, Sergey",g,RUS,2776,9,1990
27-07-13,7,"Nakamura, Hikaru",g,USA,2775,20,1987
27-07-13,8,"Anand, Viswanathan",g,IND,2775,9,1969
27-07-13,9,"Gelfand, Boris",g,ISR,2773,9,1968
27-07-13,10,"Topalov, Veselin",g,BUL,2767,11,1975
27-07-13,11,"Kamsky, Gata",g,USA,2763,11,1974
27-07-13,12,"Mamedyarov, Shakhriyar",g,AZE,2761,9,1985
27-07-13,13,"Dominguez Perez, Leinier",g,CUB,2757,11,1983
27-07-13,14,"Ponomariov, Ruslan",g,UKR,2756,22,1983
27-07-13,15,"Wang, Hao",g,CHN,2752,4,1989
27-07-13,16,"Svidler, Peter",g,RUS,2746,11,1976
27-07-13,17,"Adams, Michael",g,ENG,2740,0,1971
27-07-13,18,"Leko, Peter",g,HUN,2737,0,1979
27-07-13,19,"Morozevich, Alexander",g,RUS,2736,20,1977
27-07-13,20,"Giri, Anish",g,NED,2734,0,1994
27-07-13,21,"Vitiugov, Nikita",g,RUS,2734,0,1987
27-07-13,22,"Ivanchuk, Vassily",g,UKR,2733,11,1969
27-07-13,23,"Radjabov, Teimour",g,AZE,2733,0,1987
27-07-13,24,"Andreikin, Dmitry",g,RUS,2727,9,1990
27-07-13,25,"Korobov, Anton",g,UKR,2720,11,1985
27-07-13,26,"Vachier-Lagrave, Maxime",g,FRA,2719,12,1990
27-07-13,27,"Nepomniachtchi, Ian",g,RUS,2717,0,1990
27-07-13,28,"Navara, David",g,CZE,2715,19,1985
27-07-13,29,"Bacrot, Etienne",g,FRA,2714,17,1983
27-07-13,30,"Ding, Liren",g,CHN,2714,9,1992
27-07-13,31,"Alekseev, Evgeny",g,RUS,2714,0,1985
27-07-13,32,"Jakovenko, Dmitry",g,RUS,2713,3,1983
27-07-13,33,"Le, Quang Liem",g,VIE,2712,0,1991
27-07-13,34,"Naiditsch, Arkadij",g,GER,2710,5,1985
27-07-13,35,"Areshchenko, Alexander",g,UKR,2709,11,1986
27-07-13,36,"Malakhov, Vladimir",g,RUS,2709,4,1980
27-07-13,37,"Tomashevsky, Evgeny",g,RUS,2709,0,1987
27-07-13,38,"So, Wesley",g,PHI,2708,18,1993
27-07-13,39,"Fressinet, Laurent",g,FRA,2708,11,1981
27-07-13,40,"Riazantsev, Alexander",g,RUS,2708,0,1985
27-07-13,41,"Almasi, Zoltan",g,HUN,2707,0,1976
27-07-13,42,"Vallejo Pons, Francisco",g,ESP,2706,0,1982
27-07-13,43,"Wang, Yue",g,CHN,2705,15,1987
27-07-13,44,"Eljanov, Pavel",g,UKR,2702,14,1983
27-07-13,45,"Van Wely, Loek",g,NED,2701,18,1972
27-07-13,46,"Wojtaszek, Radoslaw",g,POL,2701,11,1987
27-07-13,47,"Moiseenko, Alexander",g,UKR,2699,14,1980
27-07-13,48,"Kasimdzhanov, Rustam",g,UZB,2699,13,1979
27-07-13,49,"Movsesian, Sergei",g,ARM,2699,0,1978
27-07-13,50,"McShane, Luke J",g,ENG,2697,0,1984
27-07-13,51,"Shirov, Alexei",g,LAT,2696,1,1972
27-07-13,52,"Polgar, Judit",g,HUN,2696,0,1976
27-07-13,53,"Rublevsky, Sergei",g,RUS,2695,0,1974
27-07-13,54,"Rapport, Richard",g,HUN,2693,17,1996
27-07-13,55,"Jobava, Baadur",g,GEO,2693,4,1983
27-07-13,56,"Akopian, Vladimir",g,ARM,2691,0,1971
27-07-13,57,"Bruzon Batista, Lazaro",g,CUB,2689,9,1982
27-07-13,58,"Volokitin, Andrei",g,UKR,2688,20,1986
27-07-13,59,"Short, Nigel D",g,ENG,2688,11,1965
27-07-13,60,"Berkes, Ferenc",g,HUN,2687,0,1985
27-07-13,61,"Li, Chao b",g,CHN,2686,11,1989
27-07-13,62,"Laznicka, Viktor",g,CZE,2684,0,1988
27-07-13,63,"Grachev, Boris",g,RUS,2683,0,1986
27-07-13,64,"Ragger, Markus",g,AUT,2680,8,1988
27-07-13,65,"Harikrishna, P.",g,IND,2680,0,1986
27-07-13,66,"Inarkiev, Ernesto",g,RUS,2680,0,1985
27-07-13,67,"Granda Zuniga, Julio E",g,PER,2679,0,1967
27-07-13,68,"Kryvoruchko, Yuriy",g,UKR,2678,11,1986
27-07-13,69,"Cheparinov, Ivan",g,BUL,2678,0,1986
27-07-13,70,"Gareev, Timur",g,USA,2676,0,1988
27-07-13,71,"Bologan, Viktor",g,MDA,2672,0,1971
27-07-13,72,"Sargissian, Gabriel",g,ARM,2671,0,1983
27-07-13,73,"Nisipeanu, Liviu-Dieter",g,ROU,2670,9,1976
27-07-13,74,"Dreev, Aleksey",g,RUS,2668,0,1969
27-07-13,75,"Fedorchuk, Sergey A.",g,UKR,2667,8,1981
27-07-13,76,"Onischuk, Alexander",g,USA,2667,0,1975
27-07-13,77,"Matlakov, Maxim",g,RUS,2665,0,1991
27-07-13,78,"Bu, Xiangzhi",g,CHN,2664,24,1985
27-07-13,79,"Shimanov, Aleksandr",g,RUS,2664,0,1992
27-07-13,80,"Smirin, Ilia",g,ISR,2663,0,1968
27-07-13,81,"Edouard, Romain",g,FRA,2662,11,1990
27-07-13,82,"Romanov, Evgeny",g,RUS,2662,0,1988
27-07-13,83,"Ni, Hua",g,CHN,2661,13,1983
27-07-13,84,"Zhigalko, Sergei",g,BLR,2661,0,1989
27-07-13,85,"Petrosian, Tigran L.",g,ARM,2660,17,1984
27-07-13,86,"Safarli, Eltaj",g,AZE,2660,0,1992
27-07-13,87,"Sasikiran, Krishnan",g,IND,2660,0,1981
27-07-13,88,"Sutovsky, Emil",g,ISR,2660,0,1977
27-07-13,89,"Zvjaginsev, Vadim",g,RUS,2659,0,1976
27-07-13,90,"Khairullin, Ildar",g,RUS,2658,0,1990
27-07-13,91,"Khismatullin, Denis",g,RUS,2658,0,1984
27-07-13,92,"Nielsen, Peter Heine",g,DEN,2658,0,1973
27-07-13,93,"Yu, Yangyi",g,CHN,2657,24,1994
27-07-13,94,"Efimenko, Zahar",g,UKR,2657,11,1985
27-07-13,95,"Kurnosov, Igor",g,RUS,2657,0,1985
27-07-13,96,"Lysyj, Igor",g,RUS,2656,0,1987
27-07-13,97,"Gharamian, Tigran",g,FRA,2655,0,1984
27-07-13,98,"Motylev, Alexander",g,RUS,2655,0,1979
27-07-13,99,"Tiviakov, Sergei",g,NED,2654,10,1973
27-07-13,100,"Gajewski, Grzegorz",g,POL,2653,11,1985
27-08-13,1,"Carlsen, Magnus",g,NOR,2862,0,1990
27-08-13,2,"Aronian, Levon",g,ARM,2813,0,1982
27-08-13,3,"Caruana, Fabiano",g,ITA,2796,0,1992
27-08-13,4,"Grischuk, Alexander",g,RUS,2785,11,1983
27-08-13,5,"Kramnik, Vladimir",g,RUS,2784,0,1975
27-08-13,6,"Mamedyarov, Shakhriyar",g,AZE,2775,11,1985
27-08-13,7,"Anand, Viswanathan",g,IND,2775,0,1969
27-08-13,8,"Karjakin, Sergey",g,RUS,2772,11,1990
27-08-13,9,"Nakamura, Hikaru",g,USA,2772,4,1987
27-08-13,10,"Topalov, Veselin",g,BUL,2769,11,1975
27-08-13,11,"Gelfand, Boris",g,ISR,2764,11,1968
27-08-13,12,"Dominguez Perez, Leinier",g,CUB,2757,0,1983
27-08-13,13,"Ponomariov, Ruslan",g,UKR,2756,0,1983
27-08-13,14,"Wang, Hao",g,CHN,2747,11,1989
27-08-13,15,"Svidler, Peter",g,RUS,2746,0,1976
27-08-13,16,"Leko, Peter",g,HUN,2744,11,1979
27-08-13,17,"Kamsky, Gata",g,USA,2741,11,1974
27-08-13,18,"Adams, Michael",g,ENG,2740,0,1971
27-08-13,19,"Morozevich, Alexander",g,RUS,2739,11,1977
27-08-13,20,"Giri, Anish",g,NED,2737,11,1994
27-08-13,21,"Radjabov, Teimour",g,AZE,2733,0,1987
27-08-13,22,"Ivanchuk, Vassily",g,UKR,2731,11,1969
27-08-13,23,"Jakovenko, Dmitry",g,RUS,2724,16,1983
27-08-13,24,"Nepomniachtchi, Ian",g,RUS,2723,9,1990
27-08-13,25,"Korobov, Anton",g,UKR,2720,0,1985
27-08-13,26,"Vitiugov, Nikita",g,RUS,2719,9,1987
27-08-13,27,"Vachier-Lagrave, Maxime",g,FRA,2719,0,1990
27-08-13,28,"Ding, Liren",g,CHN,2718,10,1992
27-08-13,29,"Andreikin, Dmitry",g,RUS,2716,9,1990
